date,year,month,province_iso,province_name_cn,total_gen,thermal_gen,hydro_gen,data_flag
2010-01-01,2010,1,CN-11,北京市,25.263890,24.707685,0.391441,historical_disaggregated
2010-02-01,2010,2,CN-11,北京市,17.237212,18.063962,0.158411,historical_disaggregated
2010-03-01,2010,3,CN-11,北京市,21.544118,22.652632,0.206665,historical_disaggregated
2010-04-01,2010,4,CN-11,北京市,21.204604,21.719969,0.253579,historical_disaggregated
2010-05-01,2010,5,CN-11,北京市,21.769182,21.287817,0.340401,historical_disaggregated
2010-06-01,2010,6,CN-11,北京市,22.164962,20.559444,0.428806,historical_disaggregated
2010-07-01,2010,7,CN-11,北京市,24.145780,22.071977,0.503747,historical_disaggregated
2010-08-01,2010,8,CN-11,北京市,24.957161,23.188501,0.501127,historical_disaggregated
2010-09-01,2010,9,CN-11,北京市,22.292199,20.436084,0.460306,historical_disaggregated
2010-10-01,2010,10,CN-11,北京市,21.283887,20.135149,0.384025,historical_disaggregated
2010-11-01,2010,11,CN-11,北京市,22.080563,21.917974,0.309023,historical_disaggregated
2010-12-01,2010,12,CN-11,北京市,23.515345,23.893302,0.287760,historical_disaggregated
2011-01-01,2011,1,CN-11,北京市,21.542828,21.422208,0.318728,historical_disaggregated
2011-02-01,2011,2,CN-11,北京市,17.302039,17.489906,0.208570,historical_disaggregated
2011-03-01,2011,3,CN-11,北京市,21.371433,21.545112,0.263822,historical_disaggregated
2011-04-01,2011,4,CN-11,北京市,20.443502,20.465324,0.269847,historical_disaggregated
2011-05-01,2011,5,CN-11,北京市,21.066215,20.575968,0.327790,historical_disaggregated
2011-06-01,2011,6,CN-11,北京市,22.142012,20.845916,0.425666,historical_disaggregated
2011-07-01,2011,7,CN-11,北京市,23.722787,22.608904,0.447587,historical_disaggregated
2011-08-01,2011,8,CN-11,北京市,23.772448,23.046818,0.420538,historical_disaggregated
2011-09-01,2011,9,CN-11,北京市,21.541619,20.971891,0.364389,historical_disaggregated
2011-10-01,2011,10,CN-11,北京市,20.312933,19.931428,0.321252,historical_disaggregated
2011-11-01,2011,11,CN-11,北京市,20.718031,20.417333,0.316317,historical_disaggregated
2011-12-01,2011,12,CN-11,北京市,22.532044,22.829527,0.283371,historical_disaggregated
2012-01-01,2012,1,CN-11,北京市,22.407702,23.257501,0.257375,historical_disaggregated
2012-02-01,2012,2,CN-11,北京市,22.338881,23.525310,0.186693,historical_disaggregated
2012-03-01,2012,3,CN-11,北京市,24.798046,25.752425,0.228987,historical_disaggregated
2012-04-01,2012,4,CN-11,北京市,22.438454,22.802881,0.242956,historical_disaggregated
2012-05-01,2012,5,CN-11,北京市,23.524108,22.545618,0.368896,historical_disaggregated
2012-06-01,2012,6,CN-11,北京市,23.737739,22.087182,0.417287,historical_disaggregated
2012-07-01,2012,7,CN-11,北京市,26.258459,24.045070,0.507917,historical_disaggregated
2012-08-01,2012,8,CN-11,北京市,26.388810,23.990476,0.523549,historical_disaggregated
2012-09-01,2012,9,CN-11,北京市,23.579628,21.322873,0.467120,historical_disaggregated
2012-10-01,2012,10,CN-11,北京市,23.521694,21.881522,0.410746,historical_disaggregated
2012-11-01,2012,11,CN-11,北京市,24.202415,23.883533,0.315294,historical_disaggregated
2012-12-01,2012,12,CN-11,北京市,26.113625,26.580302,0.277766,historical_disaggregated
2013-01-01,2013,1,CN-11,北京市,24.868610,25.801699,0.228468,historical_disaggregated
2013-02-01,2013,2,CN-11,北京市,24.378135,25.843017,0.232658,historical_disaggregated
2013-03-01,2013,3,CN-11,北京市,25.946635,27.230124,0.245054,historical_disaggregated
2013-04-01,2013,4,CN-11,北京市,24.710020,25.535527,0.257723,historical_disaggregated
2013-05-01,2013,5,CN-11,北京市,25.388642,25.140250,0.336552,historical_disaggregated
2013-06-01,2013,6,CN-11,北京市,26.307288,25.014410,0.417895,historical_disaggregated
2013-07-01,2013,7,CN-11,北京市,29.659571,28.958690,0.438051,historical_disaggregated
2013-08-01,2013,8,CN-11,北京市,30.850408,30.503514,0.431692,historical_disaggregated
2013-09-01,2013,9,CN-11,北京市,26.664848,25.661368,0.401586,historical_disaggregated
2013-10-01,2013,10,CN-11,北京市,26.632680,26.228035,0.356093,historical_disaggregated
2013-11-01,2013,11,CN-11,北京市,27.168402,27.679443,0.302087,historical_disaggregated
2013-12-01,2013,12,CN-11,北京市,29.567397,30.946657,0.278751,historical_disaggregated
2014-01-01,2014,1,CN-11,北京市,28.964751,31.543255,0.327633,historical_disaggregated
2014-02-01,2014,2,CN-11,北京市,24.697705,26.970937,0.266801,historical_disaggregated
2014-03-01,2014,3,CN-11,北京市,29.169397,31.399751,0.341169,historical_disaggregated
2014-04-01,2014,4,CN-11,北京市,27.381622,28.532228,0.395922,historical_disaggregated
2014-05-01,2014,5,CN-11,北京市,28.449133,28.455292,0.472780,historical_disaggregated
2014-06-01,2014,6,CN-11,北京市,29.510846,28.939485,0.558775,historical_disaggregated
2014-07-01,2014,7,CN-11,北京市,32.520750,30.637085,0.723290,historical_disaggregated
2014-08-01,2014,8,CN-11,北京市,31.949951,29.504794,0.752487,historical_disaggregated
2014-09-01,2014,9,CN-11,北京市,29.259591,26.312804,0.730957,historical_disaggregated
2014-10-01,2014,10,CN-11,北京市,28.645627,26.814557,0.617937,historical_disaggregated
2014-11-01,2014,11,CN-11,北京市,28.908479,28.888473,0.476550,historical_disaggregated
2014-12-01,2014,12,CN-11,北京市,31.582088,33.281327,0.380780,historical_disaggregated
2015-01-01,2015,1,CN-11,北京市,32.648063,35.921224,0.307363,historical_disaggregated
2015-02-01,2015,2,CN-11,北京市,26.448261,28.244584,0.277168,historical_disaggregated
2015-03-01,2015,3,CN-11,北京市,32.649368,33.893889,0.397305,historical_disaggregated
2015-04-01,2015,4,CN-11,北京市,32.212894,33.039079,0.412403,historical_disaggregated
2015-05-01,2015,5,CN-11,北京市,33.022867,33.376351,0.450588,historical_disaggregated
2015-06-01,2015,6,CN-11,北京市,34.348212,32.598105,0.604153,historical_disaggregated
2015-07-01,2015,7,CN-11,北京市,36.840381,35.449410,0.645276,historical_disaggregated
2015-08-01,2015,8,CN-11,北京市,37.315942,36.614355,0.614492,historical_disaggregated
2015-09-01,2015,9,CN-11,北京市,32.918635,30.489187,0.631235,historical_disaggregated
2015-10-01,2015,10,CN-11,北京市,32.236057,30.114117,0.584355,historical_disaggregated
2015-11-01,2015,11,CN-11,北京市,33.733675,34.229222,0.455993,historical_disaggregated
2015-12-01,2015,12,CN-11,北京市,35.542542,37.370309,0.398010,historical_disaggregated
2016-01-01,2016,1,CN-11,北京市,32.233637,33.092333,0.659358,historical_disaggregated
2016-02-01,2016,2,CN-11,北京市,31.054806,31.918698,0.662759,historical_disaggregated
2016-03-01,2016,3,CN-11,北京市,33.795170,34.289290,0.769714,historical_disaggregated
2016-04-01,2016,4,CN-11,北京市,31.431036,30.970425,0.801949,historical_disaggregated
2016-05-01,2016,5,CN-11,北京市,32.784597,31.071567,0.959661,historical_disaggregated
2016-06-01,2016,6,CN-11,北京市,34.708152,32.546254,1.096922,historical_disaggregated
2016-07-01,2016,7,CN-11,北京市,38.938559,36.611083,1.273417,historical_disaggregated
2016-08-01,2016,8,CN-11,北京市,39.724247,38.957356,1.139226,historical_disaggregated
2016-09-01,2016,9,CN-11,北京市,34.742804,34.010600,0.980629,historical_disaggregated
2016-10-01,2016,10,CN-11,北京市,34.481144,33.473932,0.952720,historical_disaggregated
2016-11-01,2016,11,CN-11,北京市,35.600625,35.750301,0.827609,historical_disaggregated
2016-12-01,2016,12,CN-11,北京市,37.685420,39.881738,0.669934,historical_disaggregated
2017-01-01,2017,1,CN-11,北京市,30.461271,32.280933,0.583203,historical_disaggregated
2017-02-01,2017,2,CN-11,北京市,30.390068,31.662874,0.637821,historical_disaggregated
2017-03-01,2017,3,CN-11,北京市,30.909262,31.621671,0.689961,historical_disaggregated
2017-04-01,2017,4,CN-11,北京市,28.507155,28.117481,0.707292,historical_disaggregated
2017-05-01,2017,5,CN-11,北京市,29.582333,28.362992,0.842836,historical_disaggregated
2017-06-01,2017,6,CN-11,北京市,31.113175,29.616971,0.993555,historical_disaggregated
2017-07-01,2017,7,CN-11,北京市,36.162563,34.602898,1.185812,historical_disaggregated
2017-08-01,2017,8,CN-11,北京市,35.553216,34.408899,1.111127,historical_disaggregated
2017-09-01,2017,9,CN-11,北京市,31.212440,28.922391,1.067289,historical_disaggregated
2017-10-01,2017,10,CN-11,北京市,30.127097,27.743225,1.026189,historical_disaggregated
2017-11-01,2017,11,CN-11,北京市,31.073110,30.037490,0.830595,historical_disaggregated
2017-12-01,2017,12,CN-11,北京市,34.076790,35.263573,0.700152,historical_disaggregated
2018-01-01,2018,1,CN-11,北京市,35.539398,37.001402,0.565847,historical_disaggregated
2018-02-01,2018,2,CN-11,北京市,34.819266,36.026040,0.553675,historical_disaggregated
2018-03-01,2018,3,CN-11,北京市,33.464330,34.237993,0.533710,historical_disaggregated
2018-04-01,2018,4,CN-11,北京市,32.352104,32.255456,0.563509,historical_disaggregated
2018-05-01,2018,5,CN-11,北京市,34.477115,33.420692,0.741669,historical_disaggregated
2018-06-01,2018,6,CN-11,北京市,35.156738,33.582371,0.855219,historical_disaggregated
2018-07-01,2018,7,CN-11,北京市,40.537988,38.648348,1.036827,historical_disaggregated
2018-08-01,2018,8,CN-11,北京市,40.567757,39.217646,1.020769,historical_disaggregated
2018-09-01,2018,9,CN-11,北京市,34.729203,32.277572,0.918251,historical_disaggregated
2018-10-01,2018,10,CN-11,北京市,33.760755,30.932452,0.900282,historical_disaggregated
2018-11-01,2018,11,CN-11,北京市,35.108601,34.522413,0.706032,historical_disaggregated
2018-12-01,2018,12,CN-11,北京市,39.269315,40.702253,0.576104,historical_disaggregated
2019-01-01,2019,1,CN-11,北京市,36.768105,38.522690,0.554241,historical_disaggregated
2019-02-01,2019,2,CN-11,北京市,34.945515,36.057402,0.548232,historical_disaggregated
2019-03-01,2019,3,CN-11,北京市,35.241733,35.517232,0.631595,historical_disaggregated
2019-04-01,2019,4,CN-11,北京市,33.647848,33.181394,0.647676,historical_disaggregated
2019-05-01,2019,5,CN-11,北京市,34.568182,32.706667,0.800787,historical_disaggregated
2019-06-01,2019,6,CN-11,北京市,36.082898,34.596184,0.887498,historical_disaggregated
2019-07-01,2019,7,CN-11,北京市,40.654879,38.956413,1.073591,historical_disaggregated
2019-08-01,2019,8,CN-11,北京市,41.330904,40.373776,1.011252,historical_disaggregated
2019-09-01,2019,9,CN-11,北京市,36.543684,35.430972,0.882357,historical_disaggregated
2019-10-01,2019,10,CN-11,北京市,35.342549,33.893224,0.839158,historical_disaggregated
2019-11-01,2019,11,CN-11,北京市,36.428642,36.928837,0.640723,historical_disaggregated
2019-12-01,2019,12,CN-11,北京市,40.476131,43.388886,0.536670,historical_disaggregated
2020-01-01,2020,1,CN-11,北京市,37.675061,40.005037,0.587617,historical_disaggregated
2020-02-01,2020,2,CN-11,北京市,37.243819,38.589773,0.627984,historical_disaggregated
2020-03-01,2020,3,CN-11,北京市,32.491952,31.860181,0.645587,historical_disaggregated
2020-04-01,2020,4,CN-11,北京市,32.595454,32.551648,0.640467,historical_disaggregated
2020-05-01,2020,5,CN-11,北京市,34.887198,34.647847,0.725235,historical_disaggregated
2020-06-01,2020,6,CN-11,北京市,37.073088,35.371553,1.027692,historical_disaggregated
2020-07-01,2020,7,CN-11,北京市,39.996428,37.630443,1.237238,historical_disaggregated
2020-08-01,2020,8,CN-11,北京市,42.566922,41.646703,1.192166,historical_disaggregated
2020-09-01,2020,9,CN-11,北京市,37.138365,34.553140,1.170959,historical_disaggregated
2020-10-01,2020,10,CN-11,北京市,35.840474,32.653121,1.141043,historical_disaggregated
2020-11-01,2020,11,CN-11,北京市,37.747026,38.464130,0.775103,historical_disaggregated
2020-12-01,2020,12,CN-11,北京市,42.795684,46.198662,0.646153,historical_disaggregated
2021-01-01,2021,1,CN-11,北京市,35.776521,37.481905,0.729885,historical_disaggregated
2021-02-01,2021,2,CN-11,北京市,35.181315,35.947129,0.743731,historical_disaggregated
2021-03-01,2021,3,CN-11,北京市,36.430135,38.276226,0.683102,historical_disaggregated
2021-04-01,2021,4,CN-11,北京市,34.498158,34.908905,0.791762,historical_disaggregated
2021-05-01,2021,5,CN-11,北京市,35.873079,34.835299,0.975250,historical_disaggregated
2021-06-01,2021,6,CN-11,北京市,37.988895,37.196619,1.164620,historical_disaggregated
2021-07-01,2021,7,CN-11,北京市,42.007340,40.493697,1.450916,historical_disaggregated
2021-08-01,2021,8,CN-11,北京市,40.884921,39.930568,1.397848,historical_disaggregated
2021-09-01,2021,9,CN-11,北京市,37.383664,34.941576,1.437207,historical_disaggregated
2021-10-01,2021,10,CN-11,北京市,35.402959,32.950059,1.217770,historical_disaggregated
2021-11-01,2021,11,CN-11,北京市,36.216393,35.897311,0.919182,historical_disaggregated
2021-12-01,2021,12,CN-11,北京市,40.055429,41.984914,0.729519,historical_disaggregated
2022-01-01,2022,1,CN-11,北京市,38.817643,42.356053,0.491621,historical_disaggregated
2022-02-01,2022,2,CN-11,北京市,38.282372,41.077949,0.501587,historical_disaggregated
2022-03-01,2022,3,CN-11,北京市,35.375733,35.309278,0.561524,historical_disaggregated
2022-04-01,2022,4,CN-11,北京市,32.124102,30.188244,0.640138,historical_disaggregated
2022-05-01,2022,5,CN-11,北京市,33.837015,30.468986,0.848702,historical_disaggregated
2022-06-01,2022,6,CN-11,北京市,37.427005,34.292173,1.032964,historical_disaggregated
2022-07-01,2022,7,CN-11,北京市,42.541460,41.877856,1.020005,historical_disaggregated
2022-08-01,2022,8,CN-11,北京市,43.538064,45.114025,0.855340,historical_disaggregated
2022-09-01,2022,9,CN-11,北京市,36.052980,36.447203,0.690340,historical_disaggregated
2022-10-01,2022,10,CN-11,北京市,34.891683,33.542695,0.692850,historical_disaggregated
2022-11-01,2022,11,CN-11,北京市,35.190981,35.809959,0.543610,historical_disaggregated
2022-12-01,2022,12,CN-11,北京市,40.004027,41.801259,0.521015,historical_disaggregated
2023-01-01,2023,1,CN-11,北京市,36.682218,38.230192,0.458622,historical_disaggregated
2023-02-01,2023,2,CN-11,北京市,36.155230,36.780408,0.474085,historical_disaggregated
2023-03-01,2023,3,CN-11,北京市,35.768016,36.737811,0.447045,historical_disaggregated
2023-04-01,2023,4,CN-11,北京市,32.828944,32.086637,0.447111,historical_disaggregated
2023-05-01,2023,5,CN-11,北京市,34.336378,33.643196,0.536446,historical_disaggregated
2023-06-01,2023,6,CN-11,北京市,36.895475,37.326992,0.642336,historical_disaggregated
2023-07-01,2023,7,CN-11,北京市,42.194680,42.816276,0.792242,historical_disaggregated
2023-08-01,2023,8,CN-11,北京市,42.135839,42.053600,0.958969,historical_disaggregated
2023-09-01,2023,9,CN-11,北京市,37.180207,35.503894,0.911630,historical_disaggregated
2023-10-01,2023,10,CN-11,北京市,35.122757,33.226742,0.799579,historical_disaggregated
2023-11-01,2023,11,CN-11,北京市,36.450176,36.243270,0.542790,historical_disaggregated
2023-12-01,2023,12,CN-11,北京市,41.337493,43.615823,0.506908,historical_disaggregated
2024-01-01,2024,1,CN-11,北京市,36.002344,38.395534,0.501135,historical_disaggregated
2024-02-01,2024,2,CN-11,北京市,34.102712,35.951132,0.469136,historical_disaggregated
2024-03-01,2024,3,CN-11,北京市,33.774306,35.044114,0.471443,historical_disaggregated
2024-04-01,2024,4,CN-11,北京市,31.171974,30.852863,0.552754,historical_disaggregated
2024-05-01,2024,5,CN-11,北京市,32.426387,30.580881,0.761384,historical_disaggregated
2024-06-01,2024,6,CN-11,北京市,34.715229,32.816844,0.951904,historical_disaggregated
2024-07-01,2024,7,CN-11,北京市,39.891435,38.740535,1.102144,historical_disaggregated
2024-08-01,2024,8,CN-11,北京市,40.989555,41.433196,1.082412,historical_disaggregated
2024-09-01,2024,9,CN-11,北京市,36.243834,36.733875,0.794114,historical_disaggregated
2024-10-01,2024,10,CN-11,北京市,33.020393,32.145951,0.694717,historical_disaggregated
2024-11-01,2024,11,CN-11,北京市,33.856518,34.868917,0.544742,historical_disaggregated
2024-12-01,2024,12,CN-11,北京市,38.225961,40.261614,0.547722,historical_disaggregated
2025-01-01,2025,1,CN-11,北京市,36.403222,38.360690,0.543605,forecast_share_based
2025-02-01,2025,2,CN-11,北京市,35.129816,36.176321,0.524573,forecast_share_based
2025-03-01,2025,3,CN-11,北京市,34.167673,33.349218,0.562177,forecast_share_based
2025-04-01,2025,4,CN-11,北京市,31.229240,29.377416,0.565698,forecast_share_based
2025-05-01,2025,5,CN-11,北京市,32.399607,30.181708,0.713110,forecast_share_based
2025-06-01,2025,6,CN-11,北京市,34.970021,32.306430,1.000855,forecast_share_based
2025-07-01,2025,7,CN-11,北京市,40.698010,39.373822,1.088969,forecast_share_based
2025-08-01,2025,8,CN-11,北京市,41.117409,41.037044,1.063930,forecast_share_based
2025-09-01,2025,9,CN-11,北京市,36.282676,33.843509,1.143205,forecast_share_based
2025-10-01,2025,10,CN-11,北京市,35.142173,33.602579,0.972265,forecast_share_based
2025-11-01,2025,11,CN-11,北京市,34.220372,32.502902,0.695625,forecast_share_based
2025-12-01,2025,12,CN-11,北京市,37.707317,38.011689,0.622529,forecast_share_based
2026-01-01,2026,1,CN-11,北京市,34.125422,36.910467,0.606361,forecast_share_based
2026-02-01,2026,2,CN-11,北京市,35.091157,35.339173,0.609911,forecast_share_based
2026-03-01,2026,3,CN-11,北京市,33.776998,33.523067,0.620808,forecast_share_based
2026-04-01,2026,4,CN-11,北京市,33.924784,30.683959,0.667764,forecast_share_based
2026-05-01,2026,5,CN-11,北京市,33.178399,31.261931,0.843206,forecast_share_based
2026-06-01,2026,6,CN-11,北京市,33.869047,33.264986,1.024457,forecast_share_based
2026-07-01,2026,7,CN-11,北京市,35.655409,37.881042,1.198738,forecast_share_based
2026-08-01,2026,8,CN-11,北京市,36.226428,39.321622,1.174003,forecast_share_based
2026-09-01,2026,9,CN-11,北京市,36.186771,33.372162,1.051793,forecast_share_based
2026-10-01,2026,10,CN-11,北京市,36.400459,31.123085,0.973777,forecast_share_based
2026-11-01,2026,11,CN-11,北京市,35.533852,34.298765,0.723829,forecast_share_based
2026-12-01,2026,12,CN-11,北京市,35.953169,40.430366,0.635612,forecast_share_based
2027-01-01,2027,1,CN-11,北京市,33.106180,36.212290,0.613149,forecast_share_based
2027-02-01,2027,2,CN-11,北京市,34.431188,34.670718,0.616739,forecast_share_based
2027-03-01,2027,3,CN-11,北京市,33.065611,32.888964,0.627758,forecast_share_based
2027-04-01,2027,4,CN-11,北京市,32.899758,30.103559,0.675240,forecast_share_based
2027-05-01,2027,5,CN-11,北京市,32.399164,30.670599,0.852646,forecast_share_based
2027-06-01,2027,6,CN-11,北京市,33.227991,32.635764,1.035926,forecast_share_based
2027-07-01,2027,7,CN-11,北京市,35.279409,37.164507,1.212158,forecast_share_based
2027-08-01,2027,8,CN-11,北京市,35.794347,38.577837,1.187146,forecast_share_based
2027-09-01,2027,9,CN-11,北京市,35.279238,32.740913,1.063568,forecast_share_based
2027-10-01,2027,10,CN-11,北京市,35.342518,30.534379,0.984678,forecast_share_based
2027-11-01,2027,11,CN-11,北京市,34.532581,33.649989,0.731933,forecast_share_based
2027-12-01,2027,12,CN-11,北京市,35.227803,39.665608,0.642727,forecast_share_based
2028-01-01,2028,1,CN-11,北京市,32.241164,35.354812,0.618449,forecast_share_based
2028-02-01,2028,2,CN-11,北京市,33.429450,33.849743,0.622070,forecast_share_based
2028-03-01,2028,3,CN-11,北京市,32.173247,32.110179,0.633184,forecast_share_based
2028-04-01,2028,4,CN-11,北京市,32.051079,29.390731,0.681076,forecast_share_based
2028-05-01,2028,5,CN-11,北京市,31.564407,29.944343,0.860016,forecast_share_based
2028-06-01,2028,6,CN-11,北京市,32.316271,31.862975,1.044880,forecast_share_based
2028-07-01,2028,7,CN-11,北京市,34.184809,36.284480,1.222635,forecast_share_based
2028-08-01,2028,8,CN-11,北京市,34.665968,37.664345,1.197407,forecast_share_based
2028-09-01,2028,9,CN-11,北京市,34.237218,31.965634,1.072760,forecast_share_based
2028-10-01,2028,10,CN-11,北京市,34.310541,29.811349,0.993189,forecast_share_based
2028-11-01,2028,11,CN-11,北京市,33.556854,32.853184,0.738259,forecast_share_based
2028-12-01,2028,12,CN-11,北京市,34.171696,38.726358,0.648283,forecast_share_based
2029-01-01,2029,1,CN-11,北京市,31.139528,34.339325,0.622215,forecast_share_based
2029-02-01,2029,2,CN-11,北京市,32.244173,32.877486,0.625858,forecast_share_based
2029-03-01,2029,3,CN-11,北京市,31.079835,31.187888,0.637040,forecast_share_based
2029-04-01,2029,4,CN-11,北京市,30.963364,28.546549,0.685224,forecast_share_based
2029-05-01,2029,5,CN-11,北京市,30.515069,29.084260,0.865253,forecast_share_based
2029-06-01,2029,6,CN-11,北京市,31.213076,30.947784,1.051242,forecast_share_based
2029-07-01,2029,7,CN-11,北京市,32.946946,35.242291,1.230080,forecast_share_based
2029-08-01,2029,8,CN-11,北京市,33.392124,36.582522,1.204698,forecast_share_based
2029-09-01,2029,9,CN-11,北京市,32.989927,31.047494,1.079293,forecast_share_based
2029-10-01,2029,10,CN-11,北京市,33.056279,28.955086,0.999237,forecast_share_based
2029-11-01,2029,11,CN-11,北京市,32.358626,31.909551,0.742755,forecast_share_based
2029-12-01,2029,12,CN-11,北京市,32.931134,37.614032,0.652230,forecast_share_based
2030-01-01,2030,1,CN-11,北京市,29.844135,33.172801,0.624496,forecast_share_based
2030-02-01,2030,2,CN-11,北京市,30.859938,31.760621,0.628151,forecast_share_based
2030-03-01,2030,3,CN-11,北京市,29.788885,30.128419,0.639374,forecast_share_based
2030-04-01,2030,4,CN-11,北京市,29.682083,27.576808,0.687735,forecast_share_based
2030-05-01,2030,5,CN-11,北京市,29.269413,28.096253,0.868424,forecast_share_based
2030-06-01,2030,6,CN-11,北京市,29.911380,29.896472,1.055095,forecast_share_based
2030-07-01,2030,7,CN-11,北京市,31.506129,34.045093,1.234588,forecast_share_based
2030-08-01,2030,8,CN-11,北京市,31.915723,35.339795,1.209113,forecast_share_based
2030-09-01,2030,9,CN-11,北京市,31.546251,29.992795,1.083248,forecast_share_based
2030-10-01,2030,10,CN-11,北京市,31.607455,27.971467,1.002899,forecast_share_based
2030-11-01,2030,11,CN-11,北京市,30.965601,30.825568,0.745477,forecast_share_based
2030-12-01,2030,12,CN-11,北京市,31.491967,36.336264,0.654621,forecast_share_based
2031-01-01,2031,1,CN-11,北京市,28.351824,31.861678,0.625329,forecast_share_based
2031-02-01,2031,2,CN-11,北京市,29.279739,30.505314,0.628989,forecast_share_based
2031-03-01,2031,3,CN-11,北京市,28.301391,28.937623,0.640227,forecast_share_based
2031-04-01,2031,4,CN-11,北京市,28.203799,26.486862,0.688652,forecast_share_based
2031-05-01,2031,5,CN-11,北京市,27.826878,26.985776,0.869582,forecast_share_based
2031-06-01,2031,6,CN-11,北京市,28.413291,28.714843,1.056503,forecast_share_based
2031-07-01,2031,7,CN-11,北京市,29.870027,32.699494,1.236235,forecast_share_based
2031-08-01,2031,8,CN-11,北京市,30.244160,33.943024,1.210726,forecast_share_based
2031-09-01,2031,9,CN-11,北京市,29.906615,28.807359,1.084693,forecast_share_based
2031-10-01,2031,10,CN-11,北京市,29.962504,26.865922,1.004237,forecast_share_based
2031-11-01,2031,11,CN-11,北京市,29.376216,29.607217,0.746471,forecast_share_based
2031-12-01,2031,12,CN-11,北京市,29.857050,34.900108,0.655494,forecast_share_based
2032-01-01,2032,1,CN-11,北京市,26.664282,30.412528,0.624754,forecast_share_based
2032-02-01,2032,2,CN-11,北京市,27.504613,29.117854,0.628411,forecast_share_based
2032-03-01,2032,3,CN-11,北京市,26.618606,27.621466,0.639639,forecast_share_based
2032-04-01,2032,4,CN-11,北京市,26.530228,25.282172,0.688019,forecast_share_based
2032-05-01,2032,5,CN-11,北京市,26.188880,25.758394,0.868783,forecast_share_based
2032-06-01,2032,6,CN-11,北京市,26.719943,27.408819,1.055532,forecast_share_based
2032-07-01,2032,7,CN-11,北京市,28.039184,31.212237,1.235099,forecast_share_based
2032-08-01,2032,8,CN-11,北京市,28.378006,32.399209,1.209614,forecast_share_based
2032-09-01,2032,9,CN-11,北京市,28.072326,27.497127,1.083697,forecast_share_based
2032-10-01,2032,10,CN-11,北京市,28.122941,25.643991,1.003314,forecast_share_based
2032-11-01,2032,11,CN-11,北京市,27.591988,28.260605,0.745785,forecast_share_based
2032-12-01,2032,12,CN-11,北京市,28.027437,33.312763,0.654891,forecast_share_based
2033-01-01,2033,1,CN-11,北京市,24.782676,28.831984,0.622811,forecast_share_based
2033-02-01,2033,2,CN-11,北京市,25.535792,27.604595,0.626457,forecast_share_based
2033-03-01,2033,3,CN-11,北京市,24.741741,26.185974,0.637650,forecast_share_based
2033-04-01,2033,4,CN-11,北京市,24.662535,23.968253,0.685880,forecast_share_based
2033-05-01,2033,5,CN-11,北京市,24.356614,24.419726,0.866082,forecast_share_based
2033-06-01,2033,6,CN-11,北京市,24.832561,25.984378,1.052250,forecast_share_based
2033-07-01,2033,7,CN-11,北京市,26.014883,29.590132,1.231259,forecast_share_based
2033-08-01,2033,8,CN-11,北京市,26.318539,30.715417,1.205852,forecast_share_based
2033-09-01,2033,9,CN-11,北京市,26.044584,26.068097,1.080327,forecast_share_based
2033-10-01,2033,10,CN-11,北京市,26.089946,24.311269,1.000195,forecast_share_based
2033-11-01,2033,11,CN-11,北京市,25.614099,26.791897,0.743466,forecast_share_based
2033-12-01,2033,12,CN-11,北京市,26.004354,31.581493,0.652855,forecast_share_based
2034-01-01,2034,1,CN-11,北京市,22.708216,27.126750,0.619541,forecast_share_based
2034-02-01,2034,2,CN-11,北京市,23.374478,25.971954,0.623167,forecast_share_based
2034-03-01,2034,3,CN-11,北京市,22.672001,24.637236,0.634302,forecast_share_based
2034-04-01,2034,4,CN-11,北京市,22.601930,22.550679,0.682278,forecast_share_based
2034-05-01,2034,5,CN-11,北京市,22.331290,22.975451,0.861534,forecast_share_based
2034-06-01,2034,6,CN-11,北京市,22.752348,24.447563,1.046724,forecast_share_based
2034-07-01,2034,7,CN-11,北京市,23.798317,27.840059,1.224793,forecast_share_based
2034-08-01,2034,8,CN-11,北京市,24.066953,28.898790,1.199520,forecast_share_based
2034-09-01,2034,9,CN-11,北京市,23.824592,24.526330,1.074654,forecast_share_based
2034-10-01,2034,10,CN-11,北京市,23.864723,22.873408,0.994942,forecast_share_based
2034-11-01,2034,11,CN-11,北京市,23.443754,25.207322,0.739562,forecast_share_based
2034-12-01,2034,12,CN-11,北京市,23.789002,29.713643,0.649427,forecast_share_based
2035-01-01,2035,1,CN-11,北京市,20.442096,25.303603,0.613814,forecast_share_based
2035-02-01,2035,2,CN-11,北京市,21.021862,24.226418,0.617408,forecast_share_based
2035-03-01,2035,3,CN-11,北京市,20.410583,22.981404,0.628439,forecast_share_based
2035-04-01,2035,4,CN-11,北京市,20.349608,21.035082,0.675972,forecast_share_based
2035-05-01,2035,5,CN-11,北京市,20.114103,21.431305,0.853571,forecast_share_based
2035-06-01,2035,6,CN-11,北京市,20.480498,22.804479,1.037049,forecast_share_based
2035-07-01,2035,7,CN-11,北京市,21.390678,25.968971,1.213472,forecast_share_based
2035-08-01,2035,8,CN-11,北京市,21.624439,26.956546,1.188433,forecast_share_based
2035-09-01,2035,9,CN-11,北京市,21.413542,22.877953,1.064721,forecast_share_based
2035-10-01,2035,10,CN-11,北京市,21.448463,21.336121,0.985746,forecast_share_based
2035-11-01,2035,11,CN-11,北京市,21.082145,23.513176,0.732726,forecast_share_based
2035-12-01,2035,12,CN-11,北京市,21.382572,27.716634,0.643424,forecast_share_based
2010-01-01,2010,1,CN-12,天津市,55.325102,52.812913,0.000000,historical_disaggregated
