date,total_demand,primary_demand,secondary_demand,tertiary_demand,residential_demand
2016-08-01,5631.0,130.4816425420886,3993.507858607194,769.5968192830962,737.4136795676213
2016-09-01,4965.0,104.9788562223117,3261.343133306484,747.8493757551349,850.8286347160692
2016-10-01,4890.0,81.0,3552.0,627.0,630.0
2016-11-01,5072.0,76.0,3768.0,634.0,594.0
2016-12-01,7168.383496051327,153.4291378610801,4781.980966979731,1011.564036423626,1221.40935478689
2017-03-01,5139.0,69.45954946131245,3695.449363369246,668.4223310479922,705.6687561214496
2017-04-01,5012.908782741223,91.74067155757227,3561.633704864316,695.0354829505577,664.4989233687771
2017-05-01,5001.250315267759,96.9225685812758,3444.271548371899,790.8338524206735,669.2223458939112
2017-06-01,15064.35011731601,243.364161093579,10123.1431314059,2287.386388004083,2410.456436812442
2017-07-01,6072.0,129.9684614291803,4404.838187242506,805.4019036794999,731.7914476488138
2017-08-01,5991.0,147.9506090438845,3890.701151343234,930.6893041882196,1021.658935424662
2017-09-01,5317.0,108.0,3421.0,835.0,953.0
2017-10-01,5130.0,84.0,3650.0,708.0,688.0
2017-11-01,5310.0,78.9553924336533,3902.795031055901,686.6120835686053,641.6374929418408
2017-12-01,4887.830071076054,117.2215772116361,3085.2917293744,640.5686283655706,1044.748136124447
2018-03-01,5325.0,75.0,3584.0,777.0,889.0
2018-04-01,5217.0,-14.00268404907975,3669.703412576687,873.1673696319018,688.1319018404907
2018-05-01,5534.0,58.0,4043.0,804.0,629.0
2018-07-01,6484.0,99.69391338359475,4714.623640995872,363.8086991404136,1305.87374648012
2018-08-01,6521.0,82.0,4186.0,1143.0,1110.0
2018-09-01,5742.0,72.6961498439126,3629.828303850156,1010.775234131114,1028.700312174818
2018-10-01,5481.0,59.89073028592242,3853.968493899108,817.508468402841,749.632307412129
2018-11-01,5647.0,58.01027275947574,4109.727771873893,812.1438186326603,667.118136733971
2018-12-01,7750.01403989899,421.9316433845498,1511.55721077957,3633.103837441426,2183.421348293445
2019-03-01,5732.0,50.0,3886.0,865.0,931.0
2019-04-01,5534.0,57.0,3847.0,869.0,761.0
2019-05-01,5665.0,59.98941051888458,4062.282915637134,857.8485704200494,684.8791034239322
2019-06-01,5987.0,68.0,4236.0,966.0,717.0
2019-07-01,6672.0,76.01139259481337,4621.692699745166,1116.16729126068,858.1286163993404
2019-08-01,6770.0,84.0,4371.0,1219.0,1096.0
2019-09-01,6020.0,76.0,3774.0,1107.0,1063.0
2019-10-01,5790.0,66.0,4010.0,947.0,767.0
2019-11-01,5912.0,-587.0,-35611.0,-9041.0,-8081.0
2019-12-01,5749.702134739322,-73.96840317460318,-2146.846131746032,127.0369428571429,-100.6804758534798
2020-03-01,5493.0,52.98070973612375,3748.635122838944,699.7452229299363,991.6389444949954
2020-04-01,5572.0,61.0,3913.0,796.0,802.0
2020-05-01,5926.0,68.98835836004724,4213.289016365784,871.8528766661043,771.8697486080648
2020-06-01,6350.0,76.0,4412.0,1037.0,825.0
2020-07-01,6824.0,84.87562189054727,4594.267486098917,1163.29528826456,981.561603745976
2020-08-01,7294.0,93.98711446196025,4802.341603838246,1313.819876627827,1083.851405071967
2020-09-01,6454.0,84.94735212139982,4108.453700836172,1161.280272530195,1099.318674512233
2020-10-01,6172.0,73.0,4315.0,984.0,800.0
2020-11-01,6467.0,68.01051654809774,4693.725796473864,969.1498608103929,736.1138261676463
2020-12-01,5989.052524273763,-83.5411271325396,6489.723843564158,609.5833921368189,-1026.713584294674
2021-03-01,6631.0,68.0,4613.0,1018.0,932.0
2021-04-01,6361.0,72.98852562087394,4448.300691606413,1047.835271927067,791.875510845646
2021-05-01,32305.0,379.5501189767995,22604.85202260559,5304.092801903629,4016.50505651398
2021-06-01,7033.0,88.98734717088428,4830.313193062269,1226.825561558146,886.8738982087006
2021-07-01,7758.0,113.2449213767621,5183.338093682454,1336.193592757766,1125.223392183018
2021-08-01,7607.0,103.4730231044582,4910.760364464692,1397.62844126261,1195.13817116824
2021-09-01,6947.0,97.0,4451.0,1293.0,1106.0
2021-10-01,6603.0,83.0,4511.0,1123.0,886.0
2021-11-01,8356.0,79.26030386972215,3965.820867959372,1074.573323260304,3236.345504910602
2021-12-01,9134.702796031748,497.6577682548526,-293.9090609988651,3557.710817252497,5373.243271523264
2022-03-01,16015.79244285714,192.8881172455474,10056.72043758753,2752.422557128277,3013.761330895786
2022-04-01,19345.62117077922,237.3985648080209,11884.54546472462,3285.234064281484,3938.443076965096
2022-05-01,20850.24180158731,292.3992200626329,12820.9429985466,3566.36254064576,4170.53704233232
2022-06-01,23682.85691002887,334.0776876642111,14350.69239332081,4145.4227681891,4852.664060854754
2022-07-01,27101.04137063493,367.069120912467,16672.18390741181,4658.441663313864,5403.346678996788
2022-08-01,27506.11138015874,403.2939340284353,16323.45490256408,5042.406537854642,5736.956005711577
2022-09-01,27383.62248015873,324.5634406815292,17127.9786226651,4830.584179502331,5100.49623730977
2022-11-01,29045.7042873016,1575.662524498189,-1193.044398111278,10686.11541444887,17976.97074646581
2022-12-01,29031.04309682541,1564.803398012542,-1245.287112525756,10687.96328408712,18023.5635272515
2023-03-01,29067.50937539683,389.2754727063947,17988.5348953978,5076.371708557391,5613.32729873525
2023-04-01,29111.24747539683,404.0625400115857,17583.46004646934,5041.866469496982,6081.858419418926
2023-05-01,29188.6331420635,401.5792798303386,17706.1457241002,5081.79854421164,5999.109593921328
2023-06-01,28472.55920331891,396.2681645267003,17184.09801214224,4997.785942305689,5894.407084344276
2023-07-01,25603.09454617604,352.7748790428952,15555.9906632033,4458.364758670073,5235.964245259771
2023-08-01,23631.55571284271,328.6737211406378,14314.43425047359,4101.738887313458,4886.708853915019
2023-09-01,7811.0,102.1475172434504,4877.020937855274,1374.497482861583,1457.334062039693
2023-10-01,18833.44616919192,243.4066707581178,11704.36323927378,3287.368971379984,3598.307287780041
2023-11-01,16938.68198542568,1058.115887081616,-4035.042364447476,7231.190859138058,12684.41760365348
2023-12-01,16771.03624098124,1052.304785176914,-4087.650506331399,7148.317585319555,12658.06437681617
2024-03-01,13484.10064083694,173.8925302341329,8377.665786483485,2331.350568238764,2601.191755880557
2024-04-01,13706.83590194805,183.7105082907672,8324.59380186194,2349.162412856123,2849.369178939225
2024-05-01,13937.21145670995,186.572187927438,8502.436644136342,2421.137781973866,2827.064842672305
2024-06-01,14348.95466277056,190.870724136965,8730.054997210204,2521.607475187566,2906.42146623582
2024-07-01,9396.0,121.2126002538912,5729.729016370527,1609.791066293995,1935.267317081587
2024-08-01,9649.0,122.1333596278421,5854.570666540709,1619.492241863092,2052.803731968357
2024-09-01,8475.0,100.9051407108151,5360.924320181985,1451.549428252024,1561.621110855175
2024-10-01,7742.0,95.5099407854524,5041.172324882119,1366.730187687693,1238.587546644734
2024-11-01,7849.0,104.0,5399.0,1383.0,963.0
2024-12-01,8106.372766666664,869.2561945905068,-3611.296009438574,6100.619139874789,4747.793441639942
2025-03-01,8282.0,106.0,5578.0,1484.0,1114.0
2025-04-01,7721.0,110.0,5285.0,1390.0,936.0
2025-05-01,8096.0,119.0,5414.0,1550.0,1013.0
2025-06-01,8670.0,133.0,5488.0,1758.0,1291.0
2025-07-01,10226.0,170.0,5936.0,2081.0,2039.0
2025-08-01,10154.0,136.5859580052494,4981.223261154856,1703.99311023622,3332.197670603675
2025-09-01,8886.0,129.0,5705.0,1765.0,1287.0
2025-10-01,8572.0,120.014000700035,5688.663633181659,1609.187726052969,1154.134640065336
2025-11-01,8356.0,113.0135248354279,5654.676720526631,1532.183363255536,1056.126391382406
2025-12-01,8174.362373809524,468.6263208671792,1312.697135970656,3908.828252198857,2484.210664772834
